,text,hashtags_count,users_tagged,numeric,avg_word_len,word_count
336,selangor journal  eight more new covid19 clusters detected â health dg httpsselangorjournalmy202012eightmorenewcovid19clustersdetectedheal,0,0,0,10.5,13
337,"its newyearseve in malaysia a lot has happened covid19 workfromhome movementcontrolorder wearamask
  a whole lot more",8,0,0,6.25,17
338,"soccerman city return to training after covid19 outbreak at club
httpsthestarcommysportfootball20201231soccermancityreturntotrainingaftercovid19outbreakatclubâsoccerman city return to training after covid19 outbreak at club
reuters  manchester citys first team squad will return to training on wednesday after a covid19 outbreak forced them to close their facilities and postpone mondays mat",0,0,0,7.5,45
339,replying to dapmalaysiakenaikan the sharp case of covid19 today it is a stubborn political person during prn sabah we havent forgotten that they,0,1,0,5.304347826086956,23
340,replying to bernamatvkenaikan the sharp case of covid19 today it is a stubborn political person during prn sabah we havent forgotten that they,0,1,0,5.217391304347826,23
341,"was on 
bfmradio
 last night to speak about sports in covid19 era my hope  govt recognises sports industry and be mindful on how its decisions can impact the industryevening edition has our relationship with sporting events changed
with the delay and cancellation of many major sporting events this",1,1,0,5.166666666666667,48
342,"oh and he asked me to watch this video on facebook of a doctor whose only point was that the fatality rate for covid19 was only 12 and its overblown 

i asked back  so do you dare go out to public areas right n",0,0,0,3.727272727272727,45
343,"syedsaddiq
 got the covid19 haircut after the 1keluarga1laptop target has exceeded the old folks in 
perikatanmy
 pakatanharapan
 barisanasional
 cant top this 
ahmadmaslan
 aint got shit like this bravo trustnoonegif
quote tweet
the star
staronline
 â dec 30 2020
syed saddiq shaves head after charity fundraising meets target
httpsthestarcommynewsnation20201230syedsaddiqshavesheadaftercharityfundraisingmeetstargetâ  httpsthestarcommynewsnation20201230syedsaddiqshavesh",4,6,1,8.46938775510204,45
344,nice cam tu malaysiaboleh damn right are the greedy politicians of the heat of power want to make also choose the state of sabah in the middle of the covid19 pandemic amp drop tu spread the covid19malaysia to a part of the country arseholes shitholes shizercovid19 nine new clusters today kuala lumpur  the ministry of health moh identified nine new clusters on tuesday reported in selangor kuala lumpur pahang sabah melak,2,0,0,4.943661971830986,72
345,the united states continues to remain the worst affected country with a total positive cases of covid19 cases of 1978 million cases,1,0,0,5.0,22
346,similarly the casualty figure covid19 was higher than yesterday with an increase of 15482 cases which made the cumulative numb,1,0,0,5.35,20
347,as at 30 december 2020 the cumulative number of covid19 cases now surpassed 82 million cases,1,0,3,4.8125,16
348,"replying to 
glossytae95thank you for this amazing ga i hope that 2021 will be the best year of your life may all your dreams come true and all your hopes be fulfilled i really hope covid19 will go away so all armys can go to 
btst",0,2,1,4.0,46
349,latest status covid19 30 dec 2020 cured cases745 total cured cases87460 cases new case positive1870 cases 1868 local 2 imports total positive110485 cases death case6 total death cases463 cases cases treated in,1,0,3,5.5625,32
350,the united states continues to remain the worst affected country with a total positive cases of covid19 cases of 1978 million cases this followed india brazil and russia italy turkey the uk and france recorded posit,1,0,1,5.0,36
351,similarly the casualty figure covid19 was higher than yesterday with an increase of 15482 cases which made the cumulative numb,1,0,0,5.35,20
352,as at 30 december 2020 the cumulative number of covid19 cases now surpassed 82 million cases,1,0,3,4.8125,16
353,video  covid19 selangor paints 472 cases a new cluster httpsselangortvmycovid19selangorcatat472kessatuklusterba,0,0,1,10.1,11
354,agensi klang record highest covid19 two consecutive httpsselangorkinimy202012klangrekodkescovid19tertinggiduahariberturututms,2,0,0,14.75,8
355,ok my new story will be treated it takes me back to remind the early time of the virus wuhan spreading to the la ent,2,0,0,3.68,25
356,"vaccinated us nurse contracts covid19 expert says pfizer shot needed more time to work  abccalifornia nurse tests positive over a week after receiving pfizer covid19 vaccine abc
reuters  a 45yearold nurse in california tested positive for covid19 more than a week after receiving pfizer incs coronavirus vaccine an abc news affiliate repo",1,0,0,5.480769230769231,53
357,avoid shaking hands or contact simply put the hands on the chest instead of shaking hands together disconnect the covid19 chain covid19 kitamestimenang sihatmilikku httpsinsta,3,0,0,6.04,25
358,tomorrow 700930am bangkit covid19 musaadahcovid19 mycarecov19 2020 kitajagakita,9,0,0,9.0,8
359,"germanyâs daily covid19 deaths top 1000 for first timegermanyâs daily covid19 deaths top 1000 for first time
figures show 1129 p",0,0,0,5.142857142857143,20
360,"cops hunt five indonesians who ran away after covid19 screening two of them tested positive
httpsthestarcommynewsnation20201230copshuntfiveindonesianswhoranawayaftercovid19screeningtwoofthemtestedpositiveâcops hunt five indonesians who ran away after covid19 screening two of them tested positive
kuching bernama police are on the hunt for five indonesian workers who ran away from their quarters in jemukan ulu asajaya about 40km from here after being screened",0,0,1,6.9655172413793105,56
361,even a medical employee my,0,0,0,4.4,5
362,even a medical employee my,0,0,0,4.4,5
363,"no one is going to speak up for you

you must do it yourself if you want your children to have a bright future

truthmatters

trump trumptreason traitortrump trumpisacriminal trumpispathetic trumpvirus covid19 trumpgenocide nashv",13,0,0,5.676470588235294,31
364,the story of one person living in a household with covid19 patients waiting for help from moh review  experience of a week living with covid19 patients our serum companions were found to be positive since last week but have not b,0,0,0,4.585365853658536,42
365,the united states continues to remain the worst affected country with a total positive cases of covid19 cases of 1978 million cases,1,0,0,5.0,22
366,covid19 1870 new cases today onenews covid19covid19 1870 new cases today  onenews a total of 745 covid19 cured cases were reported today making the total number of cases recovered was 87460 meanwhile another 1870 new cases were recorded making the total n,2,0,1,5.071428571428571,43
367,indonesia signed two more agreements to acquire additional covid19 vaccines according to his foreign minister retno marsudi he obtained 50 million doses of the vaccine from pharmaceutical companies astrazaneca and novavax onenews,4,0,2,6.1875,32
368,check out soon on my short canvass on the selangor pakatan harapan government on yet again another air selangor water cut pickle as well their,0,0,1,4.72,25
369,covid19malaysia  14day movement of covid19 cases by parliament in kuala lumpur amp putrajaya 17 december to 30 december 2020 kualalumpur putrajaya janganlekadanalpa kitajagakita kitamestimenang normabaharu covid19 corona,11,0,2,7.148148148148148,28
370,"vaccinated us nurse contracts covid19 expert says pfizer shot needed more time to work  abcvaccinated us nurse contracts covid19 expert says pfizer shot needed more time to work  abc
a nurse in california tested positive for covid19 more than a week after receiving pfizer incs vaccine an abc news affiliate reported httpsbitly2l8ibel on tuesda",0,0,0,5.351851851851852,55
371,"indonesia records 8002 new cases of covid19 

httpsbernamacomengen",0,0,0,7.125,8
372,"great session today it was so exciting to get a chance to share our thoughts on the effect of the covid19 pandemic on retailers if you would like to have the link to the webinar do comment yes below 

viscreative designprofitablesp",3,0,0,4.609756097560975,41
373,latest status covid19 30 dec 2020 cured cases745 new case positive1870 cases total positive110485 cases death case6 total death cases463 cases cases treated in icu131 cases respiratory hel,4,0,2,5.75,28
374,8 more new clusters of covid19 detected yet another new cluster of covid19 detected  the malaysian insight three in the federal territory of kuala lumpur and one each in selangor johor pahang kedah and per,0,0,1,4.857142857142857,36
375,covid19 bentong prison staff family quarantined until confirmed negative httpsbernamacom,0,0,0,7.9,10
376,all bentong prison staff and their respective families will be quarantined immediately until the screening process covid19 is completed and they are confirmed negatively following the declaration of the mempaga wall cluster yesterday  the paha,1,0,0,5.942857142857143,36
377,"no one is going to speak up for you

you must do it yourself if you want your children to have a bright future

truthmatters

trump trumptreason traitortrump trumpisacriminal trumpispathetic trumpvirus covid19 trumpgenocide nashv",13,0,0,5.676470588235294,31
378,the story of one person living in a household with covid19 patients waiting for help from moh review  experience of a week living with covid19 patients our serum companions were found to be positive since last week but have not b,0,0,0,4.585365853658536,42
379,the united states continues to remain the worst affected country with a total positive cases of covid19 cases of 1978 million cases,1,0,0,5.0,22
380,covid19 1870 new cases today onenews covid19covid19 1870 new cases today  onenews a total of 745 covid19 cured cases were reported today making the total number of cases recovered was 87460 meanwhile another 1870 new cases were recorded making the total n,2,0,1,5.071428571428571,43
381,,0,0,0,0.0,1
382,"covid19 do many people have preexisting immunitycovid19 do many people have preexisting immunity
it seemed a truth universally acknowledged that the human population had no preexisting immunity to sarscov2 but is that actually the case peter doshi explores t",0,0,0,5.641025641025641,38
383,"covid19 oyedepo olukoya kumuyi others adjust crossover servicescovid19 oyedepo olukoya kumuyi others adjust crossover services
leading christian clerics in the country have adjusted their crossover services with many opting for the virtual experience loading file photo following the widespread of",0,0,0,6.45,39
384,latest covid19 situation as at 30 december 2020 600 pm in malaysia new cases 1870 active cases 22562 cured 87460 overall cases 110485 death 463 ministry of health malaysia pkpb kitateguhk,4,0,2,5.064516129032258,31
385,6 cases of death reported today include 1 noncitizen case the number of cases of covid19 deaths in malaysia is now 463 m,0,0,2,4.260869565217392,23
386,"daily snapshot total cases crossed the 15 million mark at 700 pm with over 11700 cases reported across the region since our last update

theaseanpost asean prayforasean prayfortheworld covid19 coronavirusoutbreak coronaviru",11,0,0,6.193548387096774,30
387,rm0 do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms we take care of us,0,0,0,3.962962962962963,27
388,covid19 131 positive cases treated in icu with 62 cas,1,0,2,4.4,10
389,here are todays covid19 numbers quote tweet astro radio news astroradionews â dec 30 2020 a total of 1870 new cases of covid19 were reported today with johor recording the highest cases with 607 cases eight more new clusters were detected involving the klang valley,0,1,2,4.911111111111111,45
390,police hold roadblocks in unhcr labuan settlement area kkmputrajaya refugees pdrmsiacovid19 police hold roadblocks in unhcr labuan settlement area national news organization of malaysia newsam economy polit,0,3,0,6.666666666666667,27
391,hrdf ipoh closes two days covid19 positive staff  bbcpnhrdf ipoh closes two days covid19 positive staff 30 dis  the office of the human resource development fund hrdf in ipoh perak announced the closure of the office for two days following a c,0,2,1,4.761904761904762,44
392,johor recorded the highest with 607 cases followed by se,0,0,1,4.7,10
393,"malaysia covid19 cases update 30th december 2020
source 
kkmputrajaya
 

stay home and stay safe everyone
spr",3,1,1,5.625,14
394,total active cases with i,0,0,0,4.2,5
395,"johor recorded a sharp rise with 607 new covid19 cases today followed by selangor with 472 cases sabah with 280 cases and kl with 219 casescovid19 1870 new cases today johor reported the most with 607 cases  soyacincaucom
malaysia has recorded 1870 new covid19 cases today which brings the total number of infections to 110485 there are 6 new deaths reported and the death toll is now 463 th",0,0,6,4.666666666666667,69
396,latest situation on 30 december 2020 covid19 in malaysia  a total of 1870 new cases made a total of 110485 cases httpsfacebookcom,1,0,2,4.863636363636363,23
397,today 1870 new cases of covid19 were noted 30 december 2020 johor607 selangor472 sabah280 cured 745 dea,0,1,3,5.117647058823529,17
398,status covid19 30 dec 2020 cured cases745 total cured cases87460 cases new case positive1870 cases 1868 local 2 imports total positive110485 cases death case6 total death cases463 cases resources kkmputrajaya koolfm k,5,1,4,5.8125,32
399,1870 new positive cases of covid19 amp 6 deaths reported todaylatest 1870 new positive cases of covid19 amp 6 deaths reported today briefly the ministry of health malaysia told 1870 new cases were reported today 30 december 2020 making the total number of,0,0,2,4.953488372093023,43
400,note practice 3w together to stop the covid19 outbreak pkpb kitateguhkitamenang,4,1,0,6.2727272727272725,11
401,"china sinopharmâs vaccine has 79 protection rate against covid19

china has promised its vaccines at a fair price to developing nations esp in asia  africa however the access  transparency of their clinical trial data has been in questionchina sinopharmâs vaccine has 79 protection rate against covid19
a covid19 vaccine developed by a beijing firm linked to sinopharm has a protection rate of 7934per cent against the disease",0,0,0,5.3283582089552235,67
402,findings also show that wuhan owns a population of 11 million people and 500000 of them infected with covid19 the scale of the case of early covid19 infection in wuhan 10 times httpssuaratv30122020skalakesjangkitanawalcovid19diwuhan10kaligandaâ via suaradottvskala case of early covid19 infection in wuhan 10 times beijing a study conducted by chinas public health authorities found the scale of the case of covid19 infection in wuhan at an early stage was nearly 10 times hig,0,1,4,5.534246575342466,73
403,"just in the olympic council of asia announced the second postponement of the 6th asian beach games in sanya due to the covid19 pandemic 

â
asiangamesoca
 
k",0,4,0,4.703703703703703,26
404,cases covid19 selangor are expected to remain high until the heart of 2021 httpsselangorkinimy202012kescovid19diselangordijangkakekaltinggihinggatengah2,1,0,1,9.928571428571429,14
405,hisham says covid19 is already in our community we have to learn to live with it quote tweet f âƒ ck facktura â dec 28 2020 welcome to one utama,0,1,3,3.8333333333333335,30
406,safe avoid covid19 infection while abroad contact malaysiamfa 247 for any assist,1,1,0,5.75,12
407,based on sundays sinar interview quote chairman of the enforcement agency integrity commission eaic tan sri sidek hassan mulakandenganin,4,0,0,6.2105263157894735,19
408,do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms we take care of us,0,0,0,4.0,26
409,normabaha,5,0,0,9.0,1
410,ppinang government is seeking the federal government to provide provisions to assist employers who need to do compulsory covid19 screening tests on all foreign workers  chairman of the housing local government town and country planning co,1,0,0,5.611111111111111,37
411,previously the epf allowed the extension of the contribution payment date from 15 days of 30 days of monthly monthly basis for the period from aprildecember this year with the aim of reducing the burden of the employer due to the current unc,0,0,2,4.627906976744186,43
412,nur syazana ali 27 years old from kelantan did not break the spirit when her job offer was retracted by the company as a result of the hit covid19 pandemic httpsyoutubecscermvojuw,0,4,1,4.806451612903226,31
413,bearing in mind covid19 sop guidelines komuniti myeg in its back to school programme brought some  children of pertubuhan kebajikan dan perlindungan nur qaseh kuala lumpur to shop for basic school,0,0,1,5.32258064516129,32
414,"normabaharu
covid19
c",5,0,1,6.333333333333333,1
415,india on wednesday decided to extend the out and out of britain flight ban another week starting january 1 following 20 new variants of covid19 detected in the country over the past 24 hours india extends further ban on outgoing flights coming in from britain national news organization of malaysia newsam economy polit,0,0,2,5.037735849056604,53
416,delivery focus  covid19 chain breaking campaign implementation of conditional movement control order mco song come forward new norm culture campaign theme song iow komunikasikita pkpb janganle,6,0,0,6.384615384615385,27
417,"us vice presidentelect kamala harris has received her first dose of the covid19 vaccine on camera urging the public to trust in the process

presidentelect joe biden was als",0,0,1,4.9655172413793105,28
418,"allardyce urges âcircuit breakâ as covid19 swamps premier leagueallardyce urges circuit break as covid19 swamps premier league
18 individuals have tested positive for the novel coronavirus from",0,0,2,6.185185185185185,26
419,to aliffdanielll and and alifxhaaaiqalrm000 we havent won do not be complacent and together we control,0,2,0,5.4375,16
420,"covid19 india reported 20 cases of a new infectious strain of coronavirus first detected in the united kingdomindia extends suspension of flights with britain to jan 7
bengaluru reuters  india has extended until jan 7 its suspension of flights with britain the civil aviation minister said as the south asian nation reported 20 cases o",1,0,4,5.090909090909091,55
421,to alifxhaaaiqalrm0t be afraid to reprimand those who dont take care of physical distance and refuse to practice new norms we take care of us,0,1,0,4.68,25
422,miss perlis i miss long drive to nowhere i miss my unplanned roadtrip damn u covid19 quote tweet perlisinderakayangan ohmyperlis â dec 30 2020 the state is less entertainment but full of tranquility,0,1,1,5.03030303030303,33
423,batu muda kampung batu muda tambahan information delivery focus  covid19 chain breaking campaign implementation of conditional movement control order mco iow komunikasikita pkpb janganlekadanalpa kitajagaki,8,0,0,7.24,26
424,minister datuk seri dr adham baba today spent time reviewing the covid19 screening equipment at kuala lumpur international airport klia before departing for langkawi on official business pictu,0,0,0,5.892857142857143,28
425,ibrahim murka mersing is dirty public areas are trashfilled with what are your comments browse httpkoolfmcommy to read more news as well as interesting articles buletinkool koolfm johor mer,7,0,0,5.551724137931035,29
426,want to go massage lah pain is right so national athletes badminton  kayuh  ba,0,0,0,4.5,16
427,chinas  sinopharm releases midterm phase iii results for its covid19 vaccine showing 7934 p,3,0,0,5.5,15
428,"world uk government authorises use of astrazeneca vaccine against covid19

h",1,0,0,5.909090909090909,10
429,started a covid19 vaccination campaign with the first injection given to a nurse httpsfacebookcomonenewsonlineofficialphotosa29243944088875223,3,0,0,9.214285714285714,14
430,3w keep 3c together we prevent covid19 infection culture of new norms janganlekadanalpa kitajagakita kitamestimenang normabaha,8,0,0,6.9375,16
431,adham reviews klia covid19 screening equipment  bbcpndr adham surveys klias covid19 screening equipment 30 dis  datuk seri dr adham baba today spends time reviewing covid19 screening equipment at kuala lumpur international airport klia the minister of hea,0,2,1,5.864864864864865,39
432,adham spends time reviewing screening covid19 in klia before going to langkawi httpsbernamacombma,1,1,0,6.538461538461538,13
433,commanderinchief jen tan sri zamrose mohd zain witnessed the demonstration of patis catch at the tanjung sepang postal headquarters bandar penawar johor markasatm mindefmalaysia tenteradarat pdrmsia mknjpm ismailsabri60 td opbe,6,6,0,6.6,30
434,guests of precautions before the ceremony starts during the ceremony remind guests of these precautions and make sure they are in compliance with it covid19 kekalselamatworld health organ,2,0,0,5.714285714285714,28
435,"brief guests about precautions before the event starts during the event remind guests of these precautions and ensure they are followed

covid19 staysafeworld health organization who and wor",2,0,0,5.785714285714286,27
436,covid19 france will propose an extension of the curfew that can start at 6pm instead of 8pm in areas they deemed necessary no new lockdown in france for now despite spike in virus cases paris reuters france will not enforce a new lockdown for the time being to curb the spread of the coronavirus boots it could soon impose an earlier curfew in eastern,1,0,0,4.5,64
437,"a 46yearold nurse became the first person in singapore to receive pfizerbiontechs covid19 vaccinesingapore begins rollout of pfizers covid19 vaccine with healthcare workers
singapore reuters  a 46yearold nurse became the first person in singapore to receive pfizerbiontechs covid19 vaccine on wednesday making the citystate among the",0,0,0,6.239130434782608,46
438,shaking hands or contact simply put the hands on the chest instead of shaking hands together disconnect the covid19 chain covid19 kitamestimenang sihatmilikku myhealthkkm httpsinstag,3,1,0,6.32,25
439,employment of malaysians affected in 2020 as a result of covi,2,0,1,4.636363636363637,11
440,"perak hrdf temporarily closed after its employee tested positive for covid19perak hrdf temporarily closed after its employee tested positive for covid19
ipoh perak branch of the human resources development fund hrdfâs office here will be closed for two days starting today t",0,0,0,5.5476190476190474,41
441,an aircraft carrying the first three million doses of the covid19 vaccine booked from chinas sinovac biotech arrived in ankara turkey ankara on wednesday  the anadolu agency httpsbernamacombmd,0,0,0,5.857142857142857,29
442,prospective us vice president kamala harris received the first dose of the covid19 vaccine onenews vaccine covid19kamala harris receives first dose of covid19 vaccine  onenews prospective us vice president kamala harris received the first dose of the covid19 vaccine he encouraged everyone to get that vaccine it says,3,0,0,5.604166666666667,49
443,"with malaysiaâs banking sector set to rebound firmly in the year 2021 midf research has projected malaysiaâs gdp to rebound to 70 percent next year backed by the potential availability of the covid19 vaccine by q3 of 2021 

httpswwwnstcommycdnampprojectorgvswwwnstcommyampbusiness202012653143malaysianbanksreboundstrongearnings2021ampjsv01usqpmq331aqhkafqarabia3d3doriginhttps3a2f2fwwwgooglecommyprerendersize1visibilitystatevisiblepaddingtop32p2r0csi1aoh16093071728115viewerurlhttps3a2f2fwwwgooglecommy2famp2fs2fwwwnstcommy2famp2fbusiness2f20202f122f6531432fmalaysianbanksreboundstrongearnings2021history1storage1cid1capnavigateto2ccid2cfullreplacehistor",0,0,0,15.76923076923077,39
444,turkey receives first batch of covid19 vaccine httpsbernamacombmdunianews,1,0,0,8.25,8
445,health director dr sirajuddin hashim said individuals who are nervoialy need to go to a nearby health clinic for treatment undergo covid19 testing and are given quarantine instructions full news,0,0,0,5.5,30
446,âœkami âfrontlinerâ bittersweet  sweet 2020â wednesday 30 dec 2020 830 900pm ask any views and questions online 032059 4624  20,3,0,3,5.3,22
447,a total of 257 individuals arriving in perlis from the covid19 red zone were instructed to undergo quarantine at home while 117 individuals were directed to undergo screening tests onenews covid19 perlis kitajagakitacovid19 257 individuals arrive in perlis from the red zone directed by quarantine roads  onenews a total of 257 individuals arriving in perlis from the covid19 red zone were instructed to undergo quarantine at home while 117 individuals were directed to undergo screening tes,4,0,5,5.4605263157894735,77
448,"46yearold nurse sarah lim has become the first person in singapore to receive a covid19 vaccine as the country began its vaccination exercise today

singapore was the first country in asia to receive a covid19 vaccine having rece",0,0,1,5.026315789473684,37
449,"httpsyoutubecomwatchv9kfqrzkn1ooâ

i dont like gopcowards but this is tragic

rep lute letlow was just elected 
he was 41

are stupid trump supporters going to continue to reject truth about covid19

trumpisnotwell trumpgenocide coronavirus resist resistance facts factsmatterthe last word with lawrence o",11,0,1,6.166666666666667,38
450,do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms we take care of us together disconnect the covid19 chain 607 608 1309 1310 block b all dungu if you ride the disposable elevator of a himpit pastu mask l,0,0,3,4.196078431372549,51
451,do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms we take care of us togeth,1,0,0,4.074074074074074,27
452,today were sharing with you courses worth pursuing because of its demand especially post covid19 check out w,0,0,0,5.055555555555555,18
453,a facial blindness even where you are covid19 of infectious diseases regardless of rank status degree or property national security council department of information malaysia pkpb kitateguhk,5,0,0,6.074074074074074,27
454,do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms we take care of us,0,0,0,4.0,26
455,pkns is optimistic of the impact covid19 achieve remaining competitive httpsselangorkinimy202012pknsoptimisdepaniimpakcovid19kekaldayas,1,0,0,11.363636363636363,11
456,kamala haris receives first dose of covid19 vaccine httpsface,0,0,0,5.888888888888889,9
457,perlis asked individuals from the red zone returning to the state to immediately contact the covid19 movement room at the kangar health office to do the alerts health declarations and risk assessment of them  pe,0,0,0,5.0285714285714285,36
458,"singapore starts covid19 vaccination nurse gets first jab 

congrats singaporesingapore starts covid19 vaccination nurse gets first jab  codeblue
a senior staff nurse from singaporeâs national centre for infectious diseases was the first person in singapore to receive a covid1",0,0,0,6.051282051282051,39
459,"the real story is vaccine dont work  
azsun4trump
 
nurse tests positive for covid19 shortly after getting vaccinated  abc newsnurse tests positive for covid19 shortly after getting vaccinated
an emergency room nurse who tested positive for covid19 after getting vaccinated is a reminder that handwashing social distancing and",0,1,0,5.851063829787234,48
460,former president of the united states joe biden urges congress to provide additional funds to fund,0,0,0,5.1875,16
461,us vice president kamala harris on tuesday received the first dose of the covid19 vaccine reports the xinhua news agency photograph,0,0,0,5.285714285714286,21
462,"parliament in the face of covid19 political uncertaintyparliament in the face of covid19 political uncertainty  the malaysian insight
after pakatanâs collapse in february questions arose on perikat",0,0,0,6.296296296296297,27
463,united states detected the first case involving a new variant of the covid19 virus that was initially detected in the united kingdom  governor jared policecolorado effects the first case of publishing a new variant of covid19 national news organization of malaysia newsam economy polit,0,0,0,5.4772727272727275,45
464,"covid19 employee at hrdf perak branch tests positive
httpsthestarcommynewsnation20201230covid19employeeathrdfperakbranchtestspositiveâcovid19 employee at hrdf perak branch tests positive
petaling jaya an employee at the perak branch of the human resources development funds hrdf has te",0,0,0,7.666666666666667,31
465,and the uae intensify relations in vaccine development and strengthen cooperation in health to stem the spread of the covid19 outbreak kkmputrajaya ismailsabri60 aittimes uae gcc kkmmalaysia to level cooperation with uae to develop covid19 vaccine kuala lumpur dec 30  dec â malaysia aims to increase the efforts to develop the vaccine along with the united arab emirates uae in an effort to tackle the covid19 p,4,2,1,5.149253731343284,68
466,vaccines work covid19 can be prevented using vaccines lets look at how vaccines work in our bodies resources jpenerangan koolfm komunika,4,1,0,5.523809523809524,21
467,about new variations of covid19 known viruses b117 detected in the uk and several other countries including singapore so far this new variation has not been detected in malaysia imr continues to conduct tests,1,0,0,5.147058823529412,34
468,25 positive cases covid19 detected at banting public market httpsselangorkinimy20201225kespositifcovid19dikesandipasarawamban,1,0,1,11.6,10
469,klâs famo,0,0,0,4.0,2
470,youre shopping during the holiday season  avoid crowded shopping malls spend less crowded times use online services if possible janganlekadanalpa kitajagakita normabaha,7,0,0,6.636363636363637,23
471,statistics of covid19 until december 29 2020 together we stem the spread of covid19 by following the advice and directions of mkn and moh take care of the alignment and reduce facetoface interactions dosm banci2020,5,0,0,5.142857142857143,35
472,2020 parliamentary session tested the threat of covid19,0,0,1,6.0,8
473,"galen 35 covid vaccine coverage may take a year 

the galen centre highlighted numerous barriers during the covid19 vaccine rollout which includes barriers to reach rural communities undocumented migrants and stateless peoplegalen 35 covid vaccine coverage may take a year  codeblue
the galen centre highlighted numerous barriers during the covid19 vaccine rollout which includes barriers to reach rural communities undocumented migrants and s",0,0,0,6.0,63
474,year is ending but covid 19 is still here to stay,0,0,1,3.5454545454545454,11
475,"call for special parliament meeting to discuss new covid19 strategy says kit siangcall for special parliament meeting to discuss new covid19 strategy says kit siang  the malays
dap veteran says government should try to rectify mistakes in war a",0,0,0,5.256410256410256,39
476,2020 parliamentary session tested covid19 threat political uncertaint,0,0,1,7.75,8
477,confirms discovery of new variants of covid19 onenews covid19india confirm the discovery of a new variant of covid19  onenews after several countries india has now confirmed the discovery of a new variant of covid19 that sparked in britain the first case involved six individuals currently quarantined aft,2,0,0,5.48936170212766,48
478,"30 dec 2020 â the hrdf perak branch has confirmed that one 1 of its employees has tested positive for covid19

the said employee is currently receiving treatment  is under close monitoring by t",0,0,2,4.647058823529412,34
479,besrayae9 the traffic flow moves smoothly and is controlled in all directions along the highway the weather is good follow the conditional movement control order mco order together decided on the covid19 virus s,3,0,0,5.235294117647059,34
480,globalbuzz france plans to tighten evening curfews in areas where covid19 cases ar,2,0,0,5.384615384615385,13
481,"us vice presidentelect harris receives first dose of covid19 vaccineus vice presidentelect harris receives first dose of covid19 vaccine
washington united states vice presidentelect kamala harris received the first dose of covid19 vaccine tuesday live on tele",0,0,0,6.027027027027027,36
482,to there is a positive org of covid19 without any close contact with the positive patients that i am worried about he mmgs wfh and comes out when it comes to using public transport je he is certified posit,0,0,0,4.282051282051282,39
483,"malaysia to intensify covid19 vaccine development with uaemalaysia to intensify covid19 vaccine development with uae  the malaysian insight
king says country has demonstrated itself as a friend of malaysia in these",0,0,0,5.903225806451613,31
484,assalamualaikum salam will soon leave us all certainly many memories throughout 2020 hopefully the presence of the new year 2021 with a new spirit with azam baru we pray to allah s,0,0,2,4.65625,32
485,covid19 new case figures in high klang valley onenewscovid19 new case figures in high klang valley  onenews nearly twothirds of the total 1925 new covid19 infection cases reported occurred in the klang valley selangor recorded 747 cases followed by kuala lu,1,0,2,5.2682926829268295,42
486,buletinbernama covid19 spread to 45 provinces thailand warns of rising kescovid19 spread to 45 provinces thailand warns of case hikes buletinbernama thailands newest covid19 pandemic has spread to 45 from 77 provinces in less than two w,2,0,4,5.405405405405405,37
487,selangor journal  covid19 malaysian man among 13 new cases in singapore httpsselangorjournalmy202012covid19malaysianmanamong13newcasesinsinga,0,0,1,10.75,13
488,vaccine malaysias aspiration to level efforts with uaevaksin covid19 malaysias aspiration to level efforts with uae both countries can also strengthen postepidemic cooperation in various fields according to th,0,0,0,6.241379310344827,29
489,prayer to avoid covid19 practize this prayer always may all of us be protected and observed from this covid19 outbreak pkpp kitateguhkitamenang ko,4,1,0,5.391304347826087,23
490,singapore ministry of health confirmed one in 13 cases of covid19 positive imports in the republic involved malaysian men aged 45 covid19 malaysian men among 13 new positive cases in singapore national news organization of malaysia newsam economy polit,0,0,2,5.487179487179487,39
491,spread to 45 provinces thailand warns case goes up httpsselangorkinimy202012covid19merebakke45wilayahthailandberiamarankes,0,0,1,11.3,10
492,malaysia aims to level efforts with the uae to wake up the covid19 httpsselangorkinimy202012malaysiaberhasrattingkatusahadenganuaebangunvaksincov,1,0,0,9.428571428571429,14
493,"replying to 
soccer406we are sorry to hear about this 
soccer406
 due to covid19 our call centre may take longer than usual to attend to you due to the high volume of calls we would recommend that you try co",0,2,0,4.256410256410256,39
494,malaysian men among 13 new positive cases in singapore httpsselangorkinimy202012covid19lelakimalaysiaantara13kespositifbaharudisinga,0,0,1,12.3,10
495,of new norms in the community to prevent the spread of covid19 cegahcovid,3,0,1,4.6923076923076925,13
496,prubsn takaful berhad policyholders if you are certified positive covid19 prubsn will be for compensation may mak,0,0,0,5.705882352941177,17
497,globalbuzz portugal registered another 3336 covid19 cases bringing the national tally to 400002 the countrys death toll rose by 74 within one day,2,0,1,5.3478260869565215,23
498,iâm started to experience common covid19 symtoms on 20th tested positive for covid19 on 25th and discharged today on 29th and to con,0,0,0,4.782608695652174,23
