,text,hashtags_count
287,"The government expects to have enough #vaccines for all 5.7 million people in the city by the third quarter of 2021. #COVID19 #Vaccination #Inoculation #SingaporeSingapore Begins COVID-19 Vaccination Campaign
Singapore began a coronavirus vaccination campaign on Wednesday with a nurse receiving the first jab.
theaseanpost.com",5
288,Denggi : Chikungunya : Covid-19,0
289,"Last day of 2020. Received news from one of my closest friends that shes has tested positive for covid19. thankfully her symptoms are not severe and I pray to all the gods and magical beings that it stays that way, and that she gets well soon. ",0
290,are asked to immediately send employees a COVID-19 screening test for the pandemic's contagion - Socso,0
291,Member of Parliament to 'choose love' SOP prevents Covid-19Ahli Parliament klang to 'choose love' SOP prevents Covid-19 | The Malaysian Insight Citizens were forced to fine and undergo prison sentences for defaulting but politicians as well as missed corporate figures. themalaysianinsight.com,0
292,Bye Covid-19 I dah move on.,0
293,"China gives conditional approval for Sinopharm's #COVID19 vaccine which shows 79 percent effectiveness in Phase III trialsQuote Tweet
China Xinhua News
@XHNews
China state-affiliated media
 Â· Dec 31, 2020
China approves self-developed COVID-19 vaccine http://xhne.ws/gKW3d",1
294,Selangor Journal | Pelita restaurant employee in Shah Alam confirmed Covid-19 positive https://selangorjournal.my/2020/12/pelita-restaurant-employee-in-shah-alam-confirmed-covid-19-positive/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
295,"Klang MP slams Covid-19 SOP â€˜double standardsâ€™Klang MP slams Covid-19 SOP â€˜double standardsâ€™ | The Malaysian Insight
Govt flip-flopping on protocols at cost of ordinary Malaysians.
themalaysianinsight.com",0
296,How can we celebrate the holidays safely during #COVID19? Who are the high risk members in our families and communities and how can we keep them safe?,1
297,"Working together with #GOPTraitors is a catastrophe in the making

A positive result is logically impossible

Restore #RuleofLaw 

#Trump #EnemyOfThePeople #TrumpIsNotWell #TrumpOwnsEveryDeath #COVID19 #TrumpGenocide #racism #RacismMustFall #NashvilleTerrorAttack #Resist #TruthGIF",13
298,cordoned off Covid-19 patients running away from TampinPolis Hospital constellation patient Covid-19 run away from Tampin Hospital | The Malaysian Insight The patients are also former Jelebu Prison prisoners and members of the public with information can contact the nearest police station or the Ministry of Health. themalaysianinsight.com,0
299,"#KitaJagaKita
#KitaMestiMenang
#NormaBaharu
#COVID19
#coronavirus
#KLCeria
#CMSWPKL",7
300,2021...fuck pandemic covid19,0
301,"Covid-19 has made sure the simple Scottish folk song will not be sung heartily at gatherings.Sad that â€˜Auld Lang Syneâ€™ will be forgot this New Yearâ€™s Eve
Since there will be no parties and crossing arms to hold hands is forbidden due to Covid-19, the simple ballad will not ring in the New Year.
freemalaysiatoday.com",0
302,"If you feel unwell or if you are asked to self-isolate or quarantine, you should avoid attending any small gatherings or occasions, and stay at home. #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19",5
303,impact patients #COVID-19 run away from Tampin Hospital https://bernama.com/bm/am/news.php?id=1917299#.X-03UWeZHoM.twitterâ€¦,1
304,"KP Health @DGHisham Launched a coffee table book titled ""The Fight Against Uncertainty : Services Journey In Combating COVID-19"" in Putrajaya",0
305,"If not for #doublestandards, #Trump wouldn't have been president & children of migrants wouldn't have died in US custody

No more #lies

#TruthAlwaysPrevails 

#TrumpIsNotWell #TraitorTrump #TrumpVirus #COVID19 #TrumpGenocide #racism #nashvilleexplosion #Resist #Resistance #TruthGIF",14
306,"A nurse in Indonesia has been suspended for having sex with a COVID-positive patient at a hospital  toilet

Reports say neither of them were wearing any PPEs (PeePee Protective Equipment)

This also makes the nurse one of Indonesia's first recipients of a COVID-19 ejection.",0
307,COVID-19 Away Stigma Stigma can influence the behavior of affected individuals and also interfere with their emotions and beliefs. Stay away from the stigma of negative views on patients and families. They did not ask to get infected. Resources: @JPenerangan #KoolFM #COVID19,2
308,"Replying to 
@AJEnglishno one cares. Olympic just another opportunity for business to earn big money. Thanks covid19 for teaching them a lesson not to be arrogant and show off... hopefullly can see arrogant businesspeople them collapse, bankrupt",0
309,"Morning everyone ! 

Take your seat and fasten your seatbelt and weâ€™re ready to take off from painful yet memorable year 2020. Prepare yourself to meet 2021 ! #2021 #countdownto2021 #covid_19 #covid19malaysia #newyear #picsart",6
310,"Replying to 
@tengkuafzan1My 2020 was bad because of Covid-19 + MCO. ",0
311,"Taking into account the current situation, the general knowing of national Zoo is among those affected in covering its operating costs since the COVID-19 pandemic struck. Accordingly, Adabi organised the Kasih Adabi programme which is one of the initiatives of the Campaign #AdabiPrihatin",1
312,"#globalbuzz A second case of the new highly contagious #COVID-19 variant first discovered in the United Kingdom is now believed to have been found in Colorado - County Health Director, Dwayne Smith",2
313,"#econbuzz The ringgit has remained on an uptrend this morning, opening stronger versus the US dollar as #COVID-19 vaccine optimism wins the sentimentsâ€™ race against the negative pandemic developments.",2
314,"The year 2020 is challenging the mind. Bnyk things to 'SAY NO' ... life goes on. Starting as early as December 2019, negative things appear... Influenza A, Covid19... far from family, online study, PKPB Klang Valley.. too stress to think. Stay positive,stay safe. Quote Tweet Learn Mandarinjer Online @mandarinjer Â· Dec 31, 2020 LAST DAY OF YEAR 2020 the most ""first time"" year for laoshi regardless of bitter or sweet laoshi open a thread for your invitation all sharing is also your 2020 story a lot very much going on this year whateverÂ², laoshi thank you for your support all",0
315," New Podcast! ""The Adventures of Captain Zeal: The Virus Slayer - EPISODE 11"" on 
@Spreaker
 #captainzeal #covid19 #malaysia #rtmThe Adventures of Captain Zeal: The Virus Slayer - EPISODE 11
Tune in to The Adventures of Captain Zeal the Virus Slayer on TRAXXfm every Friday and Wednesday at 08:30 am and 5:30 pm. This program was produced by Yogee the Legend.
spreaker.com",4
316,"Asian Beach Games postponed again due to COVID-19Asian Beach Games postponed again due to COVID-19
(Reuters) - The sixth edition of the Asian Beach Games in Sanya, China, have been postponed for a second time due to the COVID-19 pandemic, the Olympic Council of Asia (OCA) said on Wednesday.
thestar.com.my",0
317,Video | Selcare is set to have its own laboratory review of the Covid-19 screening test https://selangortv.my/selcare-bakal-miliki-makmal-sendiri-kaji-ujian-saringan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ €¦,0
318,"Thailand has approved the use of a herbal plant extract to treat early stages of Covid-19 as a pilot program.

The plant, commonly known as green chiretta, will serve as an alternative treatment to reduce the severity of the outbreak and cut treatment costs.",0
319,"uish, many new clusters #COVID19 #Koronavirus1,870 New Positive Cases, 8 New Clusters Whoa is a lot of new clusters bm.syok.my",2
320,"#globalbuzz Argentina's National Administration of Drugs, Foods and Medical Devices (ANMAT) approved the use of vaccine from AstraZeneca, a multinational pharmaceutical and biopharmaceutical company, against #COVID-19 in the country",2
321,Selangor Journal | Covid-19 cases in Selangor expected to remain high until mid-2021 https://selangorjournal.my/2020/12/covid-19-cases-in-selangor-expected-to-remain-high-until-mid-2021/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
322,"#ICYMI #COVID-19: 1,870 new cases, Johor paints highest daily cases - KP Health https://bernama.com/bm/news.php?id=1917193#.X-0gJhO9KuY.twitterâ€¦",2
323,#AGENDA of Thailand prohibits public gatherings in areas #Covid19 https://selangorkini.my/2020/12/thailand-larang-perhimpunan-awam-di-kawasan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦,2
324,This morning was just able to taught one of the employees of Pelita Nasi Kandar near Plaza Masalam section 9 Shah Alam was found to be Covid-19 positive. Consequention the entire Masalam Plaza building was temporarily closed.,0
325,"#globalbuzz Ukrainian President Volodymyr Zelensky informed about signing the contract of over 1.9 million doses of #COVID-19 vaccine manufactured by China's SinoVac Biotech, while the state is working on obtaining more vaccines",2
326,Latest STATISTICS OF COVID-19 until 30 December 2020. Together we stem the spread of COVID-19 by following the advice and directions of MKN and MOH. Take care of the alignment and reduce face-to-face interactions. #DOSM #Banci2020 #MenghitungMalaysia #MyCensus2020 #KPDOSM0:37 116 views,5
327,Listen to the story tomorrow covid-19 change so covid-20,0
328,Estivization of new norms in the community to prevent the spread of COVID-19. #CegahCOVID19 #KitaJagaKita #PatuhiSOP,3
329,"Assalamualaikum. Ask my friends to pray for my health infected with Covid-19. Hopefully, the strongest against disease.",0
330,want greetings with $âˆ†Ï€Â°2âˆ† but now the COVID-19 season is a turn. https://twitter.com/LeBluffinFox,0
331,Happy 2021 everybody. Let's stay motivated about beating the virus by getting vaccinated and remaining vigilant in our fight against Covid-19. https://instagram.com/p/CJcMtDLHq7Ql9s2ZdUlCIwxkxDRPIXrBpvw7xg0/?igshid=1vixlusfhwoehâ€¦,0
332,"Thank you 2020, Act year is challenging once because one world is hit by a covid 19 outbreak. Alhamdulillah mission 2020 all achieved",0
333,Can't wait for 12 p.m. satgi for covid19 to disappear for good,0
334,"Covid-19 SOP helps to reduce flu casesCovid-19 SOP helps to reduce flu cases | The Malaysian Insight
Disease control chief says 70% fewer cases nationwide compared with 2019.
themalaysianinsight.com",0
335,0102h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
336,Selangor Journal | Eight more new Covid-19 clusters detected â€“ Health DG https://selangorjournal.my/2020/12/eight-more-new-covid-19-clusters-detected-health-dg/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
337,"It's #NewYearsEve in #Malaysia. A lot has happened: #COVID19 #WorkFromHome #MovementControlOrder #WearAMask
 & a whole lot more. All I can say is: #FU2020 #TrustNoOneGIF",8
338,"Soccer-Man City return to training after COVID-19 outbreak at club
https://thestar.com.my/sport/football/2020/12/31/soccer-man-city-return-to-training-after-covid-19-outbreak-at-clubâ€¦Soccer-Man City return to training after COVID-19 outbreak at club
(Reuters) - Manchester City's first team squad will return to training on Wednesday after a COVID-19 outbreak forced them to close their facilities and postpone Monday's match at Everton, the Premier...
thestar.com.my",0
339,"Replying to @dapmalaysiaKenaikan the sharp case of Covid-19 today, it is a stubborn political person during PRN Sabah. We haven't forgotten that. They will be ruled during the 15th century.",0
340,"Replying to @BernamaTVKenaikan the sharp case of Covid-19 today, it is a stubborn political person during PRN Sabah. We haven't forgotten that. They will be ruled during the 15th century.",0
341,"Was on 
@BFMradio
 last night to speak about sports in #COVID19 era. My hope - govt recognises sports industry and be mindful on how its decisions can impact the industry.Evening Edition: Has Our Relationship With Sporting Events Changed?
With the delay and cancellation of many major sporting events this year, we speak with Haresh Deol o
bfm.my",1
342,"Oh! And he asked me to watch this 'video on Facebook' of a 'doctor' whose only point was that the fatality rate for Covid-19 was 'only 1-2%' and it's overblown. 

I asked back - so do you dare go out to public areas right now without wearing a mask? 

Also me:GIF",0
343,"@SyedSaddiq
 got the #COVID19 haircut after the #1keluarga1laptop target has exceeded. The old folks in 
@perikatan_my
 @pakatanharapan_
 @barisanasional
 can't top this. 
@ahmadmaslan
 ain't got shit like this. #Bravo #TrustNoOneGIF
Quote Tweet
The Star
@staronline
 Â· Dec 30, 2020
Syed Saddiq shaves head after charity fundraising meets target
https://thestar.com.my/news/nation/2020/12/30/syed-saddiq-shaves-head-after-charity-fundraising-meets-targetâ€¦  https://thestar.com.my/news/nation/2020/12/30/syed-saddiq-shaves-head-after-charity-fundraising-meets-targetâ€¦",4
344,"Nice cam tu!! #MalaysiaBoleh!! DAMN RIGHT ARE THE GREEDY POLITICIANS OF THE HEAT OF POWER: WANT TO MAKE ALSO CHOOSE THE STATE OF SABAH IN THE MIDDLE OF THE COVID19 PANDEMIC &AMP; DROP TU SPREAD THE #COVID19MALAYSIA TO A PART OF THE COUNTRY!! ARSEHOLES!! SHITHOLES!! SHIZERCovid-19: Nine new clusters today KUALA LUMPUR - The Ministry of Health (MOH) identified nine new clusters on Tuesday reported in Selangor, Kuala Lumpur, Pahang, Sabah, Melaka and Negeri Sembilan. sinarharian.com.my",2
345,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia.",1
346,"Similarly, the casualty figure #COVID-19 was higher than yesterday with an increase of 15,482 cases which made the cumulative number of death cases by 1.78 million cases.",1
347,"As at 30 December 2020, the cumulative number of #COVID-19 cases now surpassed 82 million cases, an increase of over 650 thousand cases.",1
348,"Replying to 
@glossytae95Thank you for this amazing GA. I hope that 2021 will be the best year of your life. May all your dreams come true and all your hopes be fulfilled! I really hope COVID-19 will go away so all ARMYs can go to 
@BTS_twt
 tour concerts and meet them again. ",0
349,"Latest Status #COVID19, 30 Dec 2020 Cured cases=745 Total cured cases=87,460 cases New case positive=1,870 cases (1,868 local, 2 imports) Total positive=110,485 cases Death case=6 Total death cases=463 cases Cases treated in ICU=131 cases Respiratory Help=62 cases",1
350,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia. Italy, Turkey, the UK and France recorded positive cases in excess of 2 million cases.",1
351,"Similarly, the casualty figure #COVID-19 was higher than yesterday with an increase of 15,482 cases which made the cumulative number of death cases by 1.78 million cases.",1
352,"As at 30 December 2020, the cumulative number of #COVID-19 cases now surpassed 82 million cases, an increase of over 650 thousand cases.",1
353,"Video | Covid-19: Selangor paints 472 cases, a new cluster https://selangortv.my/covid-19-selangor-catat-472-kes-satu-kluster-baharu/?utm_source=dlvr.it&utm_medium=twitterâ€¦",0
354,#AGENSI Klang record highest #Covid19 two consecutive https://selangorkini.my/2020/12/klang-rekod-kes-covid-19-tertinggi-dua-hari-berturut/?utm_source=dlvr.it&utm_medium=twitterâ days in ¦,2
355,"Ok, my new story will be treated. It takes me back to remind the early time of the virus wuhan spreading to the la enter malaysia so #Covid19 #hadiahdarituhan",2
356,"Vaccinated US nurse contracts #COVID19 expert says Pfizer shot needed more time to work - ABCCalifornia nurse tests positive over a week after receiving Pfizer COVID-19 vaccine- ABC
(Reuters) - A 45-year-old nurse in California tested positive for COVID-19 more than a week after receiving Pfizer Inc's coronavirus vaccine, an ABC News affiliate reported https://bit.ly/2L8iBel on...
thestar.com.my",1
357,Avoid shaking hands or contact. Simply put the hands on the chest instead of shaking hands. Together disconnect the COVID-19 chain. #COVID19 #KitaMestiMenang #sihatmilikku https://instagram.com/p/CJbKW7UFGqL/?igshid=2t9h8ufadtv3â€¦,3
358,"Tomorrow, 7.00-9.30am #bangkit #COVID19 #musaadahcovid19 #mycarecov19 #2020 #KitaJagaKita #tvislam #tvalhijrah114 #tvkitauntuksemua",9
359,"Germanyâ€™s daily Covid-19 deaths top 1,000 for first timeGermanyâ€™s daily Covid-19 deaths top 1,000 for first time
Figures show 1,129 people dead in the last day
thevibes.com",0
360,"Cops hunt five Indonesians who ran away after Covid-19 screening, two of them tested positive
https://thestar.com.my/news/nation/2020/12/30/cops-hunt-five-indonesians-who-ran-away-after-covid-19-screening-two-of-them-tested-positiveâ€¦Cops hunt five Indonesians who ran away after Covid-19 screening, two of them tested positive
KUCHING (Bernama): Police are on the hunt for five Indonesian workers who ran away from their quarters in Jemukan Ulu, Asajaya, about 40km from here, after being screened for Covid-19 about 10 days...
thestar.com.my",0
361,Even a medical employee (my mom) doesnâ€™t wanna jap covid19 vaccine ,0
362,Even a medical employee (my mom) doesnâ€™t wanna jap covid19 vaccine ,0
363,"No one is going to speak up for you

You must do it yourself if you want your children to have a bright future

#TruthMatters

#Trump #TrumpTreason #TraitorTrump #TrumpIsACriminal #TrumpIsPathetic #TrumpVirus #COVID19 #TrumpGenocide #nashvillebombing #Resist #Resistance #TruthGIF",13
364,"The story of one person living in a household with Covid-19 patients, waiting for help from MOH. REVIEW | Experience of a week living with Covid-19 patients Our serum companions were found to be positive since last week but have not been placed in hospital. malaysiakini.com",0
365,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia.",1
366,"COVID-19: 1,870 new cases today #onenews #covid19COVID-19: 1,870 new cases today - OneNews A total of 745 covid-19 cured cases were reported today making the total number of cases recovered was 87,460. Meanwhile, another 1,870 new cases were recorded making the total number of cases increasing to... onenews.my",2
367,"Indonesia signed two more agreements to acquire additional Covid-19 Vaccines. According to His Foreign Minister, Retno Marsudi, he obtained 50 million doses of the vaccine from pharmaceutical companies AstraZaneca and Novavax. #onenews #indonesia #vaccine #covid190:21 43 views",4
368,Check out soon on my short canvass on the Selangor Pakatan Harapan Government on yet again another Air Selangor Water Cut pickle as well their poor grip on Selangorâ€™s Covid 19 cases.,0
369,#COVID19Malaysia : 14-day movement of COVID-19 cases by parliament in Kuala Lumpur &amp; Putrajaya (17 December to 30 December 2020) #KualaLumpur #Putrajaya #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKLKKMM and 3 others,11
370,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABCVaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC
A nurse in California tested positive for COVID-19 more than a week after receiving Pfizer Inc's vaccine, an ABC News affiliate reported https://bit.ly/2L8iBel on Tuesday, but a medical expert said...
reuters.com",0
371,"Indonesia records 8,002 new cases of COVID-19 

https://bernama.com/en/general/news.php?id=1917210#.X-xyag9aHBE.twitterâ€¦",0
372,"Great session today! It was so exciting to get a chance to share our thoughts on the effect of the Covid-19 pandemic on retailers. If you would like to have the link to the webinar, do comment ""yes"" below. 

#VisCreative #DesignProfitableSpaces #retail https://instagr.am/p/CJa3YwRpoUu/",3
373,"Latest Status #COVID19, 30 Dec 2020 Cured cases=745 New case positive=1,870 cases Total positive=110,485 cases Death case=6 Total death cases=463 cases Cases treated in ICU=131 cases Respiratory Help=62 cases #onenews #covid19 #KitaJagaKita",4
374,"8 more new Clusters of Covid-19 detected yet another new cluster of Covid-19 detected | The Malaysian Insight Three in the Federal Territory of Kuala Lumpur and one each in Selangor, Johor, Pahang, Kedah and Perak respectively. themalaysianinsight.com",0
375,"COVID-19: Bentong Prison Staff, family quarantined until confirmed negative https://bernama.com/bm/am/news.php?id=1917190#.X-xsg5WN2j0.twitterâ€¦",0
376,All Bentong Prison staff and their respective families will be quarantined immediately until the screening process #COVID19 is completed and they are confirmed negatively following the declaration of the Mempaga Wall Cluster yesterday - the Pahang State Disaster Management Committee,1
377,"No one is going to speak up for you

You must do it yourself if you want your children to have a bright future

#TruthMatters

#Trump #TrumpTreason #TraitorTrump #TrumpIsACriminal #TrumpIsPathetic #TrumpVirus #COVID19 #TrumpGenocide #nashvillebombing #Resist #Resistance #TruthGIF",13
378,"The story of one person living in a household with Covid-19 patients, waiting for help from MOH. REVIEW | Experience of a week living with Covid-19 patients Our serum companions were found to be positive since last week but have not been placed in hospital. malaysiakini.com",0
379,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia.",1
380,"COVID-19: 1,870 new cases today #onenews #covid19COVID-19: 1,870 new cases today - OneNews A total of 745 covid-19 cured cases were reported today making the total number of cases recovered was 87,460. Meanwhile, another 1,870 new cases were recorded making the total number of cases increasing to... onenews.my",2
381,Weh employees Positive Pelita COVID-19,0
382,"Covid-19: Do many people have pre-existing immunity?Covid-19: Do many people have pre-existing immunity?
It seemed a truth universally acknowledged that the human population had no pre-existing immunity to SARS-CoV-2, but is that actually the case? Peter Doshi explores the emerging research on immunol...
bmj.com",0
383,"COVID-19: Oyedepo, Olukoya, Kumuyi, Others Adjust Cross-over ServicesCOVID-19: Oyedepo, Olukoya, Kumuyi, Others Adjust Cross-over Services
Leading Christian clerics in the country have adjusted their cross-over services with many opting for the virtual experience Loading... File Photo Following the widespread of the COVID-19 pandemic,...
freebiesloaded.co",0
384,"Latest Covid-19 situation as at 30 December 2020, 6.00 pm in Malaysia New cases: 1,870 Active cases: 22,562 Cured: 87,460 Overall cases: 110,485 Death: 463 MINISTRY OF HEALTH MALAYSIA #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM",4
385,"6 cases of death reported today include 1 non-citizen case. The number of cases of COVID-19 deaths in Malaysia is now, 463. MOH condolences to their family members.",0
386,"DAILY SNAPSHOT: Total Cases crossed the 1.5 million mark at 7:00 pm with over 11,700 cases reported across the region since our last update.

#TheASEANPost #ASEAN #PrayForASEAN #PrayForTheWorld #COVID19 #CoronaVirusOutbreak #CoronaVirus #Corona #StayHome
 #Quarantine #Lockdown",11
387,RM0 Do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain.,0
388,#COVID19: 131 positive cases treated in ICU with 62 cases requiring breathing aids - KP Health,1
389,"Here are today's COVID-19 numbers... Quote Tweet Astro Radio News @AstroRadioNews Â· Dec 30, 2020 A total of 1,870 new cases of COVID-19 were reported today with Johor recording the highest cases with 607 cases. Eight more new clusters were detected involving the Klang Valley, Selangor, Johor, Perak, Pahang and Kedah.",0
390,"Police hold roadblocks in UNHCR Labuan settlement area @KKMPutrajaya @Refugees @PDRMsiaCOVID-19: Police hold roadblocks in UNHCR Labuan settlement area National News Organization of Malaysia, news,am, economy, politics, sports, plan, world, youth bernama.com",0
391,"HRDF Ipoh closes two days, Covid-19 positive staff @ @bbc_pnHRDF Ipoh closes two days, Covid-19 positive staff 30 DIS : The Office of the Human Resource Development Fund (HRDF) in Ipoh, Perak announced the closure of the office for two days following a certified Covid-19.Closure... pnbbcportal.com",0
392,Johor recorded the highest with 607 cases followed by Selangor (472) and Sabah (280) - KP Kesihatan,0
393,"Malaysia Covid-19 Cases Update 30th December 2020
Source 
@KKMPutrajaya
 

Stay home and stay safe everyone
#spreadlovenotvirus #SiKAP2020 #kitajagakita",3
394,"Total active cases with infection is now 22,562 cases - KP Health",0
395,"Johor recorded a sharp rise with 607 new COVID-19 cases today, followed by Selangor with 472 cases, Sabah with 280 cases and KL with 219 cases.COVID-19: 1,870 new cases today, Johor reported the most with 607 cases | SoyaCincau.com
Malaysia has recorded 1,870 new COVID-19 cases today which brings the total number of infections to 110,485. There are 6 new deaths reported and the death toll is now 463. The Ministry of Health has...
soyacincau.com",0
396,"latest situation on 30 December 2020 #COVID19 in Malaysia : A total of 1,870 new cases made a total of 110,485 cases. https://facebook.com/1452870318149203/posts/3038134476289438/â€¦",1
397,"Today, 1,870 new cases of Covid-19 were noted. (30 December 2020) Johor(607), Selangor(472), Sabah(280) Cured: 745 Death: 6 (5 WN, 2 BWN) Resources: @KKMPutrajaya",0
398,"Status #COVID19, 30 Dec 2020 Cured cases=745 Total cured cases=87,460 cases New case positive=1,870 cases (1,868 local, 2 imports) Total positive=110,485 cases Death case=6 Total death cases=463 cases Resources: @KKMPutrajaya #KoolFM #kkm #covid19 #kitamestimenang0:00 27 views",5
399,"1,870 New Positive Cases of Covid-19 &amp; 6 Deaths Reported Today[LATEST] 1,870 New Positive Cases of Covid-19 &amp; 6 Deaths Reported Today Briefly, the Ministry of Health Malaysia told 1,870 new cases were reported today (30 December 2020) making the total number of cases to date at 110,485... lobakmerah.com",0
400,"Note! Practice 3W, together to stop the COVID-19 outbreak #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM @beritartm",4
401,"China Sinopharmâ€™s vaccine has 79% protection rate against COVID-19

China has promised its vaccines at a fair price to developing nations esp in Asia & Africa. However, the access & transparency of their clinical trial data has been in question.China Sinopharmâ€™s vaccine has 79% protection rate against COVID-19
A COVID-19 vaccine developed by a Beijing firm linked to Sinopharm has a protection rate of 79.34per cent against the disease, the firm said in a ...
channelnewsasia.com",0
402,"findings also show that Wuhan owns a population of 11 million people and 500,000 of them infected with COVID-19."" 'The scale of the case of early COVID-19 infection in Wuhan 10 times' https://suara.tv/30/12/2020/skala-kes-jangkitan-awal-covid-19-di-wuhan-10-kali-ganda/â€¦ via @SuaradotTVSkala case of early COVID-19 infection in Wuhan 10 times BEIJING: A study conducted by China's public health authorities found, the scale of the case of COVID-19 infection in Wuhan at an early stage was nearly 10 times higher. Moreover, the same me study suara.tv",0
403,"Just in; The Olympic Council of Asia announced the second postponement of the 6th Asian Beach Games in Sanya, due to the Covid-19 pandemic. 

â€¢
@AsianGamesOCA
 
@KBSMalaysia
 
@MSNMALAYSIA
 
@isnmalaysia",0
404,Cases #Covid19 Selangor are expected to remain high until the heart of 2021 https://selangorkini.my/2020/12/kes-covid-19-di-selangor-dijangka-kekal-tinggi-hingga-tengah-2021/?utm_source=dlvr.it&utm_medium=twitterâ €¦,1
405,"Hisham says Covid-19 is already in our community, we have to learn to live with it. Quote Tweet F âƒ¤ ck @facktura Â· Dec 28, 2020 Welcome to One Utama during Covid Era 200 cases 2000 cases",0
406,"safe! avoid Covid19 infection while abroad, contact @MalaysiaMFA 24/7 for any assistance or emergency #reachouttowismaputra",1
407,"based on Sunday's Sinar interview quote, Chairman of the Enforcement Agency Integrity Commission (EAIC), Tan Sri Sidek Hassan. #mulakandenganintegriti #Covid_19 #KitaJagaKita #staysafe",4
408,Do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain.,0
409,"#NormaBaharu
#COVID19
#coronavirus
#KLCeria
#CMSWPKL",5
410,"P.Pinang government is seeking the federal government to provide provisions to assist employers who need to do compulsory #COVID19 screening tests on all foreign workers - Chairman of the Housing, Local Government, Town and Country Planning Committee of The State Jagdeep Singh Deo",1
411,"Previously the EPF allowed the extension of the contribution payment date from 15 days of 30 days of monthly monthly basis for the period from April-December this year, with the aim of reducing the burden of the employer due to the current uncertainties due to the COVID-19 pandemic.",0
412,"Nur Syazana Ali, 27 years old from Kelantan did not break the spirit when her job offer was retracted by the company as a result of the hit COVID-19 pandemic. https://youtu.be/CScErmvOjuw @myksm @PMOMalaysia @jpmgov_ @MOFmalaysia",0
413,"Bearing in mind COVID-19 SOP guidelines, Komuniti MYEG in its Back to School Programme brought some  children of Pertubuhan Kebajikan dan Perlindungan Nur Qaseh, Kuala Lumpur to shop for basic school supplies for their 2021 schooling year.",0
414,"#NormaBaharu
#COVID19
#coronavirus
#KLCeria
#CMSWPKL0:44
15 views",5
415,"India on Wednesday decided to extend the out and out of Britain flight ban another week starting January 1, following 20 new variants of COVID-19 detected in the country over the past 24 hours. India extends further ban on outgoing flights, coming in from Britain National News Organization of Malaysia, news,am, economy, politics, sports, plan, world, youth bernama.com",0
416,Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) Song 'Come Forward' (New Norm Culture Campaign Theme Song) #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang,6
417,"US Vice President-elect Kamala Harris has received her first dose of the COVID-19 vaccine on camera, urging the public to trust in the process.

President-elect Joe Biden was also vaccinated live on TV on 21 December.",0
418,"Allardyce urges â€˜circuit breakâ€™ as Covid-19 swamps Premier LeagueAllardyce urges 'circuit break' as Covid-19 swamps Premier League
18 individuals have tested positive for the novel coronavirus from Dec 21 to Dec 27.
freemalaysiatoday.com",0
419,to @aliffdanielll and and @alifxhaaaiqalRM0.00 We haven't won. Do not be complacent and together we control the contagion of the COVID-19 pandemic.,0
420,"#Covid19: India reported 20 cases of a new infectious strain of coronavirus first detected in the United Kingdom.India extends suspension of flights with Britain to Jan. 7
BENGALURU (Reuters) - India has extended until Jan. 7 its suspension of flights with Britain, the civil aviation minister said, as the South Asian nation reported 20 cases of a new infectious strain...
thestar.com.my",1
421,to @alifxhaaaiqalRM0't be afraid to reprimand those who don't take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain.,0
422,"miss Perlis I miss long drive, to nowhere. I miss my unplanned road-trip. Damn u covid19. Quote Tweet PerlisInderaKayangan @OhMyPerlis Â· Dec 30, 2020 The state is less entertainment but full of tranquility. Tasoh Tin Lake, Perlis Show this thread",0
