UserName,Handle,Timestamp,text,Type
BERNAMA TV,@BernamaTV,2020-12-31T06:41:46.000Z,said the MOH's efforts to curb the spread of COVID-19 in the country remained continuous and public health facilities in facing the pandemic so far could still survive.,"News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-31T06:41:45.000Z,"war against the COVID-19 pandemic has yet to end, but also fiercely requiring the unity of the people and the Ministry of Health (MOH) to address it, said Health Director General Tan Sri Dr Noor Hisham Abdullah.","News, Malaysia"
OneNews,@onenewsofficial,2020-12-31T06:06:55.000Z,"COVID-19 transmission contagion, SOCSO suggests employers send employees to undergo screening tests #onenews #COVID19Kekang issue of COVID-19, SOCSO suggestions employers send employees a test test screening - OneNews Employers are urged to immediately send their respective employees undergoing COVID-19 screening tests to curb the pandemic. Social Security Organisation Statement, SOCSO through Its Head of... onenews.my","News, Malaysia"
OneNews,@onenewsofficial,2020-12-31T06:05:44.000Z,"compliance in Kelantan low â€"" Police #onenews #COVID19 #KitaTeguhKitaMenangPematuhan SOP drivers in Kelantan low - Police - OneNews The level of compliance with the people's SOPs in Kelantan is relatively low and the situation is worrying with the increasing number of regions returning to the state to reach almost once after the cross... onenews.my","News, Malaysia"
OneNews,@onenewsofficial,2020-12-31T06:05:01.000Z,"Thailand prohibits public gathering #onenews #COVID19COVID-19: Thailand bans public gathering - OneNews Thailand prohibits all public gatherings including celebrations and new year concerts in areas hit by COVID-19, effective immediately in an effort to cease pandemic transmission... onenews.my",Global
Smart Tunnel,@Smarttunnel,2020-12-31T06:00:00.000Z,United we firmly control the contagion of COVID19. We can afford to do it together. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,"News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-31T05:56:47.000Z,"and Queen advise people to remain and resolute in facing COVID-19 pandemic, praying for country's recovery - National Palace","News, Malaysia"
"WHO Malaysia, Brunei Darussalam & Singapore",@WHOMalaysia,2020-12-31T05:49:10.000Z,can we celebrate a holiday safely while #COVID19? Who are the high-risk groups in our families and communities and how can we keep them safe?,"News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-31T05:44:41.000Z,"Agong: Acceptance of the COVID-19 vaccine early next year is hoped to resemtiate the pandemic curves, disconnect the virus transmission","News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-31T05:44:40.000Z,"Agong and queen hope that the people continue to be patient and with the calamity of COVID-19, the country's prayers recover as is ready - Istana Negara","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T05:13:12.000Z,"Kelantan government continued to celebrate the new year 2021 celebrations behind the spread of COVID-19, but events were held on a small scale with emphasis on new norm practices - Chairman of the Wan Roslan Wan Hamat Youth, Sports and NGOs Committee https://bernama.com/bm/am/news.php?id=1917338#.X-1a-bKMEac.twitterâ€¦","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T05:12:30.000Z,"#globalbuzz Italy plans to vaccinate 10 to 15 million of its roughly 60 million citizens against COVID-19 by April 2021 - Prime Minister Giuseppe ConteItaly to vaccinate 10-15 million people by April: PM
 Italy, COVID-19, vaccine, pandemic, coronavirus
bernama.com",Vaccine
LOTFINEJAD,@lotfinejad,2020-12-31T05:11:31.000Z,"#Virtual #meetings are basically modern seances! 
#WorkFromHome #online #COVID19","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T05:11:10.000Z,"#globalbuzz South Korea will be able to develop its own COVID-19 vaccine late next year, in addition to foreign products to be shipped here in the near future - Prime Minister Chung Sye-kyun

https://bernama.com/en/world/news.php?id=1917322#.X-1V01DKV1k.twitterâ€¦",Vaccine
BERNAMA TV,@BernamaTV,2020-12-31T05:09:32.000Z,"Kelantan government continued to celebrate the new year 2021 celebrations behind the spread of COVID-19, but events were held on a small scale with emphasis on new norms.","News, Malaysia"
theSun,@theSundaily,2020-12-31T05:09:01.000Z,"Tampoi Jaya premises repurposed as low-risk Covid-19 centreTampoi Jaya premises repurposed as low-risk Covid-19 centre
PETALING JAYA: Westlite Accommodation Malaysia claimed that the premises of Westlite Tampoi was used as â€œlow-risk Covid-19 centreâ€, in a statement iss...
thesundaily.my","News, Malaysia"
Joe Bahran,@joebahran,2020-12-31T05:05:09.000Z,Goodbye 2020 (Save here to remember) COVID-19/Coronavirus pandemic year,"News, Malaysia"
Azli Yusof,@azliby,2020-12-31T05:01:27.000Z,"is targeting 9.8 million (30%) The people of this country will receive a covid-19 vaccine injection throughout 2021. The target groups will be prioritised. Started with frontline staff, senior citizens, chronic illness sufferers &amp; the like. We wait and see who's after that..",Vaccine
UNDP Malaysia,@MyUNDP,2020-12-31T05:01:01.000Z,"2020 has been a pivotal year. Gender equality and environmental sustainability have all come to the fore â€” itâ€™s important that we use #SDGs as the North Star to guide #COVID19 response and recovery efforts, and bring hope to people. See our year in review: http://bit.ly/Reviewing2020","News, Malaysia"
Malaysiakini (BM),@mkini_bm,2020-12-31T04:17:53.000Z,are tracing a #COVID19 who fled Tampin Hospital since yesterday morning. Police said the patient was also a former Prison Prison prisoner jelebu.Police impacted Covid-19 patients running away from Tampin Hospital OCPD Tampin Supt Anuwal Ab Wahab said the man was spotted missing in his hospital bed yesterday morning. malaysiakini.com,"News, Malaysia"
Ameer Ehsan,@AmeerEhsan,2020-12-31T04:16:18.000Z,"Despite covid-19 happening right now. I'm glad to marry the love of my life this year.

#Thread of fav photos together ","News, Malaysia"
Noor Hisham Abdullah,@DGHisham,2020-12-31T04:13:16.000Z,"morning, the Launching Ceremony of the Book œTHE FIGHT AGAINST UNCERTAINTY, HOSPITAL SERVICES JOURNEY IN COMBATING COVID-19â€ The event was conducted on a hybrid manner where it was also attended virtually by the Director2 JKN &amp; Expert2.","News, Malaysia"
Kok Fu Sheng.,@fu_kok,2020-12-31T04:12:46.000Z,"Replying to 
@DGHishamI don't believe only covid19 cases high. I believe suicide due to covid19-economic crisis and MCO is much much higher, just that it was passed off as normal suicide .","News, Malaysia"
JamalMajid,@Burung_Layang2,2020-12-31T04:11:17.000Z,"Replying to 
@boosulynSo much anti-vaxxer materials circulating in socmed. Health Ministry should have already embarked on COVID-19 vaccination awareness campaign.","News, Malaysia"
SME Bank,@SME_Bank,2020-12-31T04:04:56.000Z,"November 2020 - SME Bank Assists B40, Asnaf and Micro Entrepreneurs through its Corporate Responsibility Program.
Understanding the impact of COVID-19 on the B40 Micro Entrepreneurs, SME Bank initiated the â€œPenjana Komuniti@SME Bankâ€ programme, an initiative under the","News, Malaysia"
Business Today Malaysia,@BusinessTodayM1,2020-12-31T04:00:13.000Z,"Year-end ode: 4IR is the post-Covid-19 heroYear-end ode: 4IR is the post-Covid-19 hero - Business Today
By Dr Rais Hussin President/CEO of EMIR Research As we take stock of 2020, billionaires as a group did pretty well this year; the rest of us not as much. Billionairesâ€™ wealth rose above US$10...
businesstoday.com.my","News, Malaysia"
The ASEAN Post,@theaseanpost,2020-12-31T04:00:04.000Z,"The government expects to have enough #vaccines for all 5.7 million people in the city by the third quarter of 2021. #COVID19 #Vaccination #Inoculation #SingaporeSingapore Begins COVID-19 Vaccination Campaign
Singapore began a coronavirus vaccination campaign on Wednesday with a nurse receiving the first jab.
theaseanpost.com","News, Malaysia"
Amer Gerrard,@AmerGerrard,2020-12-31T03:59:12.000Z,Denggi : Chikungunya : Covid-19,"News, Malaysia"
Li-Sha,@qiulisha,2020-12-31T03:58:03.000Z,"Last day of 2020. Received news from one of my closest friends that shes has tested positive for covid19. thankfully her symptoms are not severe and I pray to all the gods and magical beings that it stays that way, and that she gets well soon. ","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T03:29:11.000Z,are asked to immediately send employees a COVID-19 screening test for the pandemic's contagion - Socso,"News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-31T03:27:02.000Z,Member of Parliament to 'choose love' SOP prevents Covid-19Ahli Parliament klang to 'choose love' SOP prevents Covid-19 | The Malaysian Insight Citizens were forced to fine and undergo prison sentences for defaulting but politicians as well as missed corporate figures. themalaysianinsight.com,"News, Malaysia"
artzman,@ArtzmanAli,2020-12-31T03:26:17.000Z,Bye Covid-19 I dah move on.,"News, Malaysia"
Lin Hao@KL,Lin Hao@KL,2020-12-31T03:21:09.000Z,"China gives conditional approval for Sinopharm's #COVID19 vaccine which shows 79 percent effectiveness in Phase III trialsQuote Tweet
China Xinhua News
@XHNews
China state-affiliated media
 Â· Dec 31, 2020
China approves self-developed COVID-19 vaccine http://xhne.ws/gKW3d",Global
Media Selangor,@Media_Selangor,2020-12-31T03:12:33.000Z,Selangor Journal | Pelita restaurant employee in Shah Alam confirmed Covid-19 positive https://selangorjournal.my/2020/12/pelita-restaurant-employee-in-shah-alam-confirmed-covid-19-positive/?utm_source=dlvr.it&utm_medium=twitterâ€¦,"News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-31T03:12:32.000Z,"Klang MP slams Covid-19 SOP â€˜double standardsâ€™Klang MP slams Covid-19 SOP â€˜double standardsâ€™ | The Malaysian Insight
Govt flip-flopping on protocols at cost of ordinary Malaysians.
themalaysianinsight.com","News, Malaysia"
"WHO Malaysia, Brunei Darussalam & Singapore",@WHOMalaysia,2020-12-31T03:10:49.000Z,How can we celebrate the holidays safely during #COVID19? Who are the high risk members in our families and communities and how can we keep them safe?,"News, Malaysia"
KK_10,@kk131066,2020-12-31T02:33:53.000Z,"Working together with #GOPTraitors is a catastrophe in the making

A positive result is logically impossible

Restore #RuleofLaw 

#Trump #EnemyOfThePeople #TrumpIsNotWell #TrumpOwnsEveryDeath #COVID19 #TrumpGenocide #racism #RacismMustFall #NashvilleTerrorAttack #Resist #TruthGIF","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-31T02:32:32.000Z,cordoned off Covid-19 patients running away from TampinPolis Hospital constellation patient Covid-19 run away from Tampin Hospital | The Malaysian Insight The patients are also former Jelebu Prison prisoners and members of the public with information can contact the nearest police station or the Ministry of Health. themalaysianinsight.com,"News, Malaysia"
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-31T02:32:12.000Z,"#KitaJagaKita
#KitaMestiMenang
#NormaBaharu
#COVID19
#coronavirus
#KLCeria
#CMSWPKL","News, Malaysia"
ShahriezanBenWaleed,@BenShahriezan,2020-12-31T02:32:09.000Z,2021...fuck pandemic covid19,"News, Malaysia"
Frankie D,@dcruzfrankie,2020-12-31T02:30:28.000Z,"Covid-19 has made sure the simple Scottish folk song will not be sung heartily at gatherings.Sad that â€˜Auld Lang Syneâ€™ will be forgot this New Yearâ€™s Eve
Since there will be no parties and crossing arms to hold hands is forbidden due to Covid-19, the simple ballad will not ring in the New Year.
freemalaysiatoday.com","News, Malaysia"
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-31T02:29:47.000Z,"If you feel unwell or if you are asked to self-isolate or quarantine, you should avoid attending any small gatherings or occasions, and stay at home. #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T02:29:31.000Z,impact patients #COVID-19 run away from Tampin Hospital https://bernama.com/bm/am/news.php?id=1917299#.X-03UWeZHoM.twitterâ€¦,"News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-31T02:27:24.000Z,"KP Health @DGHisham Launched a coffee table book titled ""The Fight Against Uncertainty : Services Journey In Combating COVID-19"" in Putrajaya","News, Malaysia"
KK_10,@kk131066,2020-12-31T02:08:30.000Z,"If not for #doublestandards, #Trump wouldn't have been president & children of migrants wouldn't have died in US custody

No more #lies

#TruthAlwaysPrevails 

#TrumpIsNotWell #TraitorTrump #TrumpVirus #COVID19 #TrumpGenocide #racism #nashvilleexplosion #Resist #Resistance #TruthGIF",Global
A Merican Comedian,@MericanComedian,2020-12-31T02:06:58.000Z,"A nurse in Indonesia has been suspended for having sex with a COVID-positive patient at a hospital  toilet

Reports say neither of them were wearing any PPEs (PeePee Protective Equipment)

This also makes the nurse one of Indonesia's first recipients of a COVID-19 ejection.",Global
Kool FM,@koolfmmy,2020-12-31T02:05:33.000Z,COVID-19 Away Stigma Stigma can influence the behavior of affected individuals and also interfere with their emotions and beliefs. Stay away from the stigma of negative views on patients and families. They did not ask to get infected. Resources: @JPenerangan #KoolFM #COVID19,"News, Malaysia"
Kok Fu Sheng.,@fu_kok,2020-12-31T02:03:01.000Z,"Replying to 
@AJEnglishno one cares. Olympic just another opportunity for business to earn big money. Thanks covid19 for teaching them a lesson not to be arrogant and show off... hopefullly can see arrogant businesspeople them collapse, bankrupt","News, Malaysia"
TheMagnificie #StayHome,@magnificie20,2020-12-31T01:56:26.000Z,"Morning everyone ! 

Take your seat and fasten your seatbelt and weâ€™re ready to take off from painful yet memorable year 2020. Prepare yourself to meet 2021 ! #2021 #countdownto2021 #covid_19 #covid19malaysia #newyear #picsart","News, Malaysia"
Azeem Sarip,@azeemsarip,2020-12-31T01:53:17.000Z,"Replying to 
@tengkuafzan1My 2020 was bad because of Covid-19 + MCO. ","News, Malaysia"
Adabi Consumer,@AdabiMY,2020-12-31T01:53:16.000Z,"Taking into account the current situation, the general knowing of national Zoo is among those affected in covering its operating costs since the COVID-19 pandemic struck. Accordingly, Adabi organised the Kasih Adabi programme which is one of the initiatives of the Campaign #AdabiPrihatin","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T01:50:33.000Z,"#globalbuzz A second case of the new highly contagious #COVID-19 variant first discovered in the United Kingdom is now believed to have been found in Colorado - County Health Director, Dwayne Smith",Global
BERNAMA Radio,@bernamaradio,2020-12-31T01:38:41.000Z,"#econbuzz The ringgit has remained on an uptrend this morning, opening stronger versus the US dollar as #COVID-19 vaccine optimism wins the sentimentsâ€™ race against the negative pandemic developments.","News, Malaysia"
Amalina Ahmad,@AmaleenaForever,2020-12-31T01:07:15.000Z,"The year 2020 is challenging the mind. Bnyk things to 'SAY NO' ... life goes on. Starting as early as December 2019, negative things appear... Influenza A, Covid19... far from family, online study, PKPB Klang Valley.. too stress to think. Stay positive,stay safe. Quote Tweet Learn Mandarinjer Online @mandarinjer Â· Dec 31, 2020 LAST DAY OF YEAR 2020 the most ""first time"" year for laoshi regardless of bitter or sweet laoshi open a thread for your invitation all sharing is also your 2020 story a lot very much going on this year whateverÂ², laoshi thank you for your support all","News, Malaysia"
TRAXXfm,@traxxfmofficial,2020-12-31T01:05:10.000Z," New Podcast! ""The Adventures of Captain Zeal: The Virus Slayer - EPISODE 11"" on 
@Spreaker
 #captainzeal #covid19 #malaysia #rtmThe Adventures of Captain Zeal: The Virus Slayer - EPISODE 11
Tune in to The Adventures of Captain Zeal the Virus Slayer on TRAXXfm every Friday and Wednesday at 08:30 am and 5:30 pm. This program was produced by Yogee the Legend.
spreaker.com","News, Malaysia"
#TeamMALAYSIA,@AtletMalaysia,2020-12-31T01:03:10.000Z,"Asian Beach Games postponed again due to COVID-19Asian Beach Games postponed again due to COVID-19
(Reuters) - The sixth edition of the Asian Beach Games in Sanya, China, have been postponed for a second time due to the COVID-19 pandemic, the Olympic Council of Asia (OCA) said on Wednesday.
thestar.com.my","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-31T01:02:03.000Z,Video | Selcare is set to have its own laboratory review of the Covid-19 screening test https://selangortv.my/selcare-bakal-miliki-makmal-sendiri-kaji-ujian-saringan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ €¦,"News, Malaysia"
BFM News,@NewsBFM,2020-12-31T01:00:00.000Z,"Thailand has approved the use of a herbal plant extract to treat early stages of Covid-19 as a pilot program.

The plant, commonly known as green chiretta, will serve as an alternative treatment to reduce the severity of the outbreak and cut treatment costs.",Global
SYOK,@syoksyoksyok,2020-12-31T01:00:00.000Z,"uish, many new clusters #COVID19 #Koronavirus1,870 New Positive Cases, 8 New Clusters Whoa is a lot of new clusters bm.syok.my","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T00:59:23.000Z,"#globalbuzz Argentina's National Administration of Drugs, Foods and Medical Devices (ANMAT) approved the use of vaccine from AstraZeneca, a multinational pharmaceutical and biopharmaceutical company, against #COVID-19 in the country",Vaccine
Media Selangor,@Media_Selangor,2020-12-31T00:55:33.000Z,Selangor Journal | Covid-19 Cases in Selangor expected to remain high until mid-2021 https://selangorjournal.my/2020/12/covid-19-Cases-in-selangor-expected-to-remain-high-until-mid-2021/?utm_source=dlvr.it&utm_medium=twitterâ€¦,Cases
BERNAMA Radio,@bernamaradio,2020-12-31T00:50:05.000Z,"#ICYMI #COVID-19: 1,870 new Cases, Johor paints highest daily Cases - KP Health https://bernama.com/bm/news.php?id=1917193#.X-0gJhO9KuY.twitterâ€¦",Cases
Media Selangor,@Media_Selangor,2020-12-31T00:21:03.000Z,#AGENDA of Thailand prohibits public gatherings in areas #Covid19 https://selangorkini.my/2020/12/thailand-larang-perhimpunan-awam-di-kawasan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦,Global
Lee SlimShady,@LeeSlimShady,2020-12-31T00:19:37.000Z,This morning was just able to taught one of the employees of Pelita Nasi Kandar near Plaza Masalam section 9 Shah Alam was found to be Covid-19 positive. Consequention the entire Masalam Plaza building was temporarily closed.,"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-31T00:11:27.000Z,"#globalbuzz Ukrainian President Volodymyr Zelensky informed about signing the contract of over 1.9 million doses of #COVID-19 vaccine manufactured by China's SinoVac Biotech, while the state is working on obtaining more vaccines",Global
Dr. Uzir,@Dr_Uzir,2020-12-31T00:06:17.000Z,Latest STATISTICS OF COVID-19 until 30 December 2020. Together we stem the spread of COVID-19 by following the advice and directions of MKN and MOH. Take care of the alignment and reduce face-to-face interactions. #DOSM #Banci2020 #MenghitungMalaysia #MyCensus2020 #KPDOSM0:37 116 views,"News, Malaysia"
ibrahim,@ibrahimjunaidii,2020-12-31T00:03:25.000Z,Listen to the story tomorrow covid-19 change so covid-20,"News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-31T00:00:00.000Z,Estivization of new norms in the community to prevent the spread of COVID-19. #CegahCOVID19 #KitaJagaKita #PatuhiSOP,"News, Malaysia"
Jaja,@achaa_77,2020-12-30T23:46:41.000Z,"Assalamualaikum. Ask my friends to pray for my health infected with Covid-19. Hopefully, the strongest against disease.","News, Malaysia"
Azreen Nik,@niczous,2020-12-30T23:41:12.000Z,want greetings with $âˆ†Ï€Â°2âˆ† but now the COVID-19 season is a turn. https://twitter.com/LeBluffinFox,"News, Malaysia"
Anthony SB Thanasayan,@wheelchairant,2020-12-30T23:37:49.000Z,Happy 2021 everybody. Let's stay motivated about beating the virus by getting vaccinated and remaining vigilant in our fight against Covid-19. https://instagram.com/p/CJcMtDLHq7Ql9s2ZdUlCIwxkxDRPIXrBpvw7xg0/?igshid=1vixlusfhwoehâ€¦,Vaccine
â™¡ SYUE â™¡,@imSyue,2020-12-30T23:10:15.000Z,"Thank you 2020, Act year is challenging once because one world is hit by a covid 19 outbreak. Alhamdulillah mission 2020 all achieved","News, Malaysia"
adikman,@rmnxaz,2020-12-30T23:04:37.000Z,Can't wait for 12 p.m. satgi for covid19 to disappear for good,"News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-30T23:02:33.000Z,"Covid-19 SOP helps to reduce flu CasesCovid-19 SOP helps to reduce flu Cases | The Malaysian Insight
Disease control chief says 70% fewer Cases nationwide compared with 2019.
themalaysianinsight.com",Cases
Info Trafik Besraya,@BESRAYAtrafik,2020-12-30T17:02:42.000Z,0102h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,Cases
Media Selangor,@Media_Selangor,2020-12-30T17:02:32.000Z,Selangor Journal | Eight more new Covid-19 clusters detected â€“ Health DG https://selangorjournal.my/2020/12/eight-more-new-covid-19-clusters-detected-health-dg/?utm_source=dlvr.it&utm_medium=twitterâ€¦,Cluster
Khairul Adlan,@KA6973Trekkie,2020-12-30T16:51:58.000Z,"It's #NewYearsEve in #Malaysia. A lot has happened: #COVID19 #WorkFromHome #MovementControlOrder #WearAMask
 & a whole lot more. All I can say is: #FU2020 #TrustNoOneGIF","News, Malaysia"
The Star,@staronline,2020-12-30T16:51:13.000Z,"Soccer-Man City return to training after COVID-19 outbreak at club
https://thestar.com.my/sport/football/2020/12/31/soccer-man-city-return-to-training-after-covid-19-outbreak-at-clubâ€¦Soccer-Man City return to training after COVID-19 outbreak at club
(Reuters) - Manchester City's first team squad will return to training on Wednesday after a COVID-19 outbreak forced them to close their facilities and postpone Monday's match at Everton, the Premier...
thestar.com.my",Global
Harimau Malaya,@HarimauMalaysia,2020-12-30T16:37:03.000Z,"Replying to @dapmalaysiaKenaikan the sharp case of Covid-19 today, it is a stubborn political person during PRN Sabah. We haven't forgotten that. They will be ruled during the 15th century.","News, Malaysia"
Harimau Malaya,@HarimauMalaysia,2020-12-30T16:35:27.000Z,"Replying to @BernamaTVKenaikan the sharp case of Covid-19 today, it is a stubborn political person during PRN Sabah. We haven't forgotten that. They will be ruled during the 15th century.","News, Malaysia"
Harimau Malaya,@HarimauMalaysia,2020-12-30T16:34:40.000Z,"Was on 
@BFMradio
 last night to speak about sports in #COVID19 era. My hope - govt recognises sports industry and be mindful on how its decisions can impact the industry.Evening Edition: Has Our Relationship With Sporting Events Changed?
With the delay and cancellation of many major sporting events this year, we speak with Haresh Deol o
bfm.my","News, Malaysia"
Haresh Deol,@HareshDeol,2020-12-30T16:33:09.000Z,"Oh! And he asked me to watch this 'video on Facebook' of a 'doctor' whose only point was that the fatality rate for Covid-19 was 'only 1-2%' and it's overblown. 

I asked back - so do you dare go out to public areas right now without wearing a mask? 

Also me:GIF","News, Malaysia"
Kenn,@kennleandre,2020-12-30T16:20:35.000Z,"@SyedSaddiq
 got the #COVID19 haircut after the #1keluarga1laptop target has exceeded. The old folks in 
@perikatan_my
 @pakatanharapan_
 @barisanasional
 can't top this. 
@ahmadmaslan
 ain't got shit like this. #Bravo #TrustNoOneGIF
Quote Tweet
The Star
@staronline
 Â· Dec 30, 2020
Syed Saddiq shaves head after charity fundraising meets target
https://thestar.com.my/news/nation/2020/12/30/syed-saddiq-shaves-head-after-charity-fundraising-meets-targetâ€¦  https://thestar.com.my/news/nation/2020/12/30/syed-saddiq-shaves-head-after-charity-fundraising-meets-targetâ€¦","News, Malaysia"
Khairul Adlan,@KA6973Trekkie,2020-12-30T16:17:57.000Z,"Nice cam tu!! #MalaysiaBoleh!! DAMN RIGHT ARE THE GREEDY POLITICIANS OF THE HEAT OF POWER: WANT TO MAKE ALSO CHOOSE THE STATE OF SABAH IN THE MIDDLE OF THE COVID19 PANDEMIC &AMP; DROP TU SPREAD THE #COVID19MALAYSIA TO A PART OF THE COUNTRY!! ARSEHOLES!! SHITHOLES!! SHIZERCovid-19: Nine new clusters today KUALA LUMPUR - The Ministry of Health (MOH) identified nine new clusters on Tuesday reported in Selangor, Kuala Lumpur, Pahang, Sabah, Melaka and Negeri Sembilan. sinarharian.com.my","News, Malaysia"
NR,@NrIsodera,2020-12-30T15:24:51.000Z,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia.",Global
Ho Yee Tatt Adison,@Ho_Adison,2020-12-30T15:22:24.000Z,"Similarly, the casualty figure #COVID-19 was higher than yesterday with an increase of 15,482 cases which made the cumulative number of death cases by 1.78 million cases.","News, Malaysia"
Ho Yee Tatt Adison,@Ho_Adison,2020-12-30T15:22:24.000Z,"As at 30 December 2020, the cumulative number of #COVID-19 cases now surpassed 82 million cases, an increase of over 650 thousand cases.","News, Malaysia"
Ho Yee Tatt Adison,@Ho_Adison,2020-12-30T15:22:23.000Z,"Replying to 
@glossytae95Thank you for this amazing GA. I hope that 2021 will be the best year of your life. May all your dreams come true and all your hopes be fulfilled! I really hope COVID-19 will go away so all ARMYs can go to 
@BTS_twt
 tour concerts and meet them again. ","News, Malaysia"
âŸ­âŸ¬ Putri Salsabila âŸ¬âŸ­,@PutriRedVelvet,2020-12-30T15:19:30.000Z,"Latest Status #COVID19, 30 Dec 2020 Cured cases=745 Total cured cases=87,460 cases New case positive=1,870 cases (1,868 local, 2 imports) Total positive=110,485 cases Death case=6 Total death cases=463 cases Cases treated in ICU=131 cases Respiratory Help=62 cases",Deaths
Ho Yee Tatt Adison,@Ho_Adison,2020-12-30T15:13:24.000Z,"The United States continues to remain the worst affected country with a total positive cases of #COVID-19 cases of 19.78 million cases. This followed India, Brazil and Russia. Italy, Turkey, the UK and France recorded positive cases in excess of 2 million cases.",Global
Public Transit City Malaysia,@MyPTCityKL,2020-12-30T15:05:57.000Z,"Similarly, the casualty figure #COVID-19 was higher than yesterday with an increase of 15,482 cases which made the cumulative number of death cases by 1.78 million cases.","News, Malaysia"
Public Transit City Malaysia,@MyPTCityKL,2020-12-30T15:05:56.000Z,"As at 30 December 2020, the cumulative number of #COVID-19 cases now surpassed 82 million cases, an increase of over 650 thousand cases.","News, Malaysia"
Public Transit City Malaysia,@MyPTCityKL,2020-12-30T15:05:55.000Z,"Video | Covid-19: Selangor paints 472 cases, a new cluster https://selangortv.my/covid-19-selangor-catat-472-kes-satu-kluster-baharu/?utm_source=dlvr.it&utm_medium=twitterâ€¦","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-30T15:03:06.000Z,#AGENSI Klang record highest #Covid19 two consecutive https://selangorkini.my/2020/12/klang-rekod-kes-covid-19-tertinggi-dua-hari-berturut/?utm_source=dlvr.it&utm_medium=twitterâ days in ¦,"News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-30T14:05:33.000Z,"Ok, my new story will be treated. It takes me back to remind the early time of the virus wuhan spreading to the la enter malaysia so #Covid19 #hadiahdarituhan","News, Malaysia"
fai,@senoritapoyo,2020-12-30T14:02:36.000Z,"Vaccinated US nurse contracts #COVID19 expert says Pfizer shot needed more time to work - ABCCalifornia nurse tests positive over a week after receiving Pfizer COVID-19 vaccine- ABC
(Reuters) - A 45-year-old nurse in California tested positive for COVID-19 more than a week after receiving Pfizer Inc's coronavirus vaccine, an ABC News affiliate reported https://bit.ly/2L8iBel on...
thestar.com.my",Global
Ir.Kumar,@skumar176,2020-12-30T14:01:45.000Z,Avoid shaking hands or contact. Simply put the hands on the chest instead of shaking hands. Together disconnect the COVID-19 chain. #COVID19 #KitaMestiMenang #sihatmilikku https://instagram.com/p/CJbKW7UFGqL/?igshid=2t9h8ufadtv3â€¦,"News, Malaysia"
Saluran TV2,@tv2_rtm,2020-12-30T13:58:03.000Z,"Tomorrow, 7.00-9.30am #bangkit #COVID19 #musaadahcovid19 #mycarecov19 #2020 #KitaJagaKita #tvislam #tvalhijrah114 #tvkitauntuksemua","News, Malaysia"
Assalamualaikum TVAH,@assalamTVAH,2020-12-30T13:56:47.000Z,"Germanyâ€™s daily Covid-19 deaths top 1,000 for first timeGermanyâ€™s daily Covid-19 deaths top 1,000 for first time
Figures show 1,129 people dead in the last day
thevibes.com",Global
TheVibes.com,@thevibesnews,2020-12-30T13:51:32.000Z,"Cops hunt five Indonesians who ran away after Covid-19 screening, two of them tested positive
https://thestar.com.my/news/nation/2020/12/30/cops-hunt-five-indonesians-who-ran-away-after-covid-19-screening-two-of-them-tested-positiveâ€¦Cops hunt five Indonesians who ran away after Covid-19 screening, two of them tested positive
KUCHING (Bernama): Police are on the hunt for five Indonesian workers who ran away from their quarters in Jemukan Ulu, Asajaya, about 40km from here, after being screened for Covid-19 about 10 days...
thestar.com.my",Global
The Star,@staronline,2020-12-30T13:51:23.000Z,Even a medical employee (my mom) doesnâ€™t wanna jap covid19 vaccine ,Vaccine
lle,@Jingalexa,2020-12-30T13:49:01.000Z,Even a medical employee (my mom) doesnâ€™t wanna jap covid19 vaccine ,Vaccine
